id,url,title,duration,timestamp,tabs,thumbnail,source_name,usage_rights,reuse_policy
AESJbIJfFNs,https://www.youtube.com/watch?v=AESJbIJfFNs,Captiva PHEV ¿es el primer Plug-In de GM? - LaCochera Radio 8NOV,2356.0,,videos,https://i.ytimg.com/vi/AESJbIJfFNs/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCRSxo4GI-dFFgecAXd6Wb3qX49wA,Sergio Oliveira,external-reference,embed_link_and_summarize_only
Pyh0ksQfRVY,https://www.youtube.com/watch?v=Pyh0ksQfRVY,GAC Hyptec HT - Para que el mundo te voltee a ver,879.0,,videos,https://i.ytimg.com/vi/Pyh0ksQfRVY/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAJckzoNx6E1PGWyQrC_lGXLPqoiQ,Sergio Oliveira,external-reference,embed_link_and_summarize_only
RArLf2F4y4M,https://www.youtube.com/watch?v=RArLf2F4y4M,Honda CR-V Híbrida - Cómo despedirse de un buen amigo,399.0,,videos,https://i.ytimg.com/vi/RArLf2F4y4M/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBLNAV5XfpBCIWPoUbslFFyeke2xg,Sergio Oliveira,external-reference,embed_link_and_summarize_only
HSrCs8R0LkY,https://www.youtube.com/watch?v=HSrCs8R0LkY,Mini Countryman SE All4 - Solo es mini en el nombre,615.0,,videos,https://i.ytimg.com/vi/HSrCs8R0LkY/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAeI0DnqBrzxb-CTTEb6UnhjOBDJg,Sergio Oliveira,external-reference,embed_link_and_summarize_only
k6pHxKVprXY,https://www.youtube.com/watch?v=k6pHxKVprXY,"Entrevista con Iván Espinosa, CEO Global de Nissan desde Tokio",567.0,,videos,https://i.ytimg.com/vi/k6pHxKVprXY/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgBzgWAAoAKigIMCAAQARhyIE0oRDAP&rs=AOn4CLA659o0XRpkUyJJC41Rt4UWuRqJRw,Sergio Oliveira,external-reference,embed_link_and_summarize_only
ybZtQDwq2b4,https://www.youtube.com/watch?v=ybZtQDwq2b4,Salón de Tokio y Ram se fabrica en México - LaCochera Radio 1NOV,2314.0,,videos,https://i.ytimg.com/vi/ybZtQDwq2b4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLACKgg3aGIzQLFC3gTEKgkP0f1H5w,Sergio Oliveira,external-reference,embed_link_and_summarize_only
FOKemIx4DDg,https://www.youtube.com/watch?v=FOKemIx4DDg,BMW iX 2026 - No es para tímidos,1140.0,,videos,https://i.ytimg.com/vi/FOKemIx4DDg/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD4dbdFvO5Azu2_bWK8Cy46Si_fxw,Sergio Oliveira,external-reference,embed_link_and_summarize_only
InraX4Q6K4A,https://www.youtube.com/watch?v=InraX4Q6K4A,Geely EX5 EM-i - El mejor valor por tu dinero en su clase,173.0,,videos,https://i.ytimg.com/vi/InraX4Q6K4A/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCsGNMjf-z7ctFQphOe1O8wBzbvNQ,Sergio Oliveira,external-reference,embed_link_and_summarize_only
k326Z4lbDpY,https://www.youtube.com/watch?v=k326Z4lbDpY,JAC 6 PHEV,331.0,,videos,https://i.ytimg.com/vi/k326Z4lbDpY/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA08Oe6fp-n2r9IfNRs0BoX7BEd9w,Sergio Oliveira,external-reference,embed_link_and_summarize_only
iJaL5iqN-tg,https://www.youtube.com/watch?v=iJaL5iqN-tg,Geely Monjaro,1035.0,,videos,https://i.ytimg.com/vi/iJaL5iqN-tg/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB6nA8JTaKZ8j4cl6XdaQki6hL2Hw,Sergio Oliveira,external-reference,embed_link_and_summarize_only
4syphmpxVYY,https://www.youtube.com/watch?v=4syphmpxVYY,"JAC Traveler PHEV -  Para el patrón, o para la familia",340.0,,videos,https://i.ytimg.com/vi/4syphmpxVYY/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA4shrqzuxtxXlKILFWAh6BnTR11A,Sergio Oliveira,external-reference,embed_link_and_summarize_only
